,Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),roundedV,dV,Charge_dQ,dQ/dV,G_Smoothed_dQ/dV
19,24,720.3212643693224,2010-09-27 14:24:18,600.3059374947466,2,1,0.5500248074531555,3.806587457656861,0.091701073660146,0.0,0.343543876816733,0.0,6.480216688942164e-05,0.0,0,0,0,3.807,0.0021059513092049897,0.0045850704730339975,2.17719681029325,2.400506999344948
20,25,750.336640255284,2010-09-27 14:24:48,630.3213133656704,2,1,0.5498448610305786,3.8083693981170654,0.096286205106261,0.0,0.36100155399517,0.0,3.24249267578125e-05,0.0,0,0,0,3.808,0.001781940460204634,0.004585131446114998,2.573111475109809,2.3609291556559304
21,26,780.3517211599267,2010-09-27 14:25:18,660.3363942703132,2,1,0.5498448610305786,3.8104751110076895,0.100871150591947,0.0,0.378467541270698,0.0,6.480216688942164e-05,0.0,0,0,0,3.81,0.002105712890624112,0.004584945485685998,2.177383966304669,2.322928323538835
22,27,810.3670039585278,2010-09-27 14:25:48,690.3516770939768,2,1,0.5498448610305786,3.812419176101685,0.105455614557446,0.0,0.39594065062911,0.0,6.480216688942164e-05,0.0,0,0,0,3.812,0.001944065093995473,0.004584463965498997,2.358184393958196,2.2822458239494834
23,28,840.3824670020482,2010-09-27 14:26:18,720.367140127472,2,1,0.5498448610305786,3.814200878143311,0.110040175751874,0.0,0.413423408865852,0.0,3.237724376958795e-05,0.0,0,0,0,3.814,0.0017817020416259766,0.004584561194428002,2.573135736121256,2.234773012464873
24,29,870.3976009290427,2010-09-27 14:26:48,750.3822740444417,2,1,0.5498448610305786,3.816468954086304,0.114625271754361,0.0,0.430917688919642,0.0,6.480216688942164e-05,0.0,0,0,0,3.816,0.002268075942993164,0.0045850960024870074,2.02157957569802,2.17824896939638
25,30,900.4128966198247,2010-09-27 14:27:18,780.3975697602863,2,1,0.5498448610305786,3.8185746669769287,0.119210290002462,0.0,0.448421463126013,0.0,3.237724376958795e-05,0.0,0,0,0,3.819,0.002105712890624556,0.004585018248100994,2.177418521069639,2.1127463653715606
26,31,930.428291016993,2010-09-27 14:27:48,810.4129641424171,2,1,0.5498448610305786,3.820842742919922,0.123795364894316,0.0,0.465935340538417,0.0,6.480216688942164e-05,0.0,0,0,0,3.821,0.002268075942993164,0.004585074891854002,2.021570267970441,2.0402054905755773
27,32,960.4434573849654,2010-09-27 14:28:18,840.428130505377,2,1,0.5496649146080017,3.823110580444336,0.128380380949797,0.0,0.483459294276797,0.0,6.480216688942164e-05,0.0,0,0,0,3.823,0.0022678375244140625,0.004585016055481006,2.0217568525618383,1.9635761361863717
28,33,990.4588881880084,2010-09-27 14:28:48,870.44356130842,2,1,0.5500248074531555,3.82554030418396,0.132965478623055,0.0,0.500994359330097,0.0,6.47544875391759e-05,0.0,0,0,0,3.826,0.0024297237396240234,0.004585097673257987,1.8870860083737286,1.886296802924307
29,34,1020.474035252797,2010-09-27 14:29:18,900.4587083681962,2,1,0.5500248074531555,3.828132152557373,0.13755044766192,0.0,0.518540306347933,0.0,6.47544875391759e-05,0.0,0,0,0,3.828,0.002591848373413086,0.004584969038865017,1.7689958586687236,1.811890788448399
30,35,1050.489365494824,2010-09-27 14:29:48,930.474038660348,2,1,0.5498448610305786,3.830886125564575,0.142135491959252,0.0,0.536098618815645,0.0,6.480216688942164e-05,0.0,0,0,0,3.831,0.0027539730072021484,0.004585044297332003,1.6648835283938022,1.7436924708739452
31,36,1080.504595667062,2010-09-27 14:30:18,960.4892687824608,2,1,0.5498448610305786,3.8336398601531982,0.1467205854703,0.0,0.553669816162995,0.0,6.47544875391759e-05,0.0,0,0,0,3.834,0.002753734588623047,0.004585093511047994,1.6650455457803157,1.6845648960301611
32,37,1110.5202064894609,2010-09-27 14:30:48,990.5048796299224,2,1,0.5498448610305786,3.8367178440094,0.151305751704634,0.0,0.571254423496887,0.0,0.0001296043337788,0.0,0,0,0,3.837,0.003077983856201616,0.004585166234333998,1.4896654591269753,1.6364215685380001
33,38,1140.5352218805715,2010-09-27 14:31:18,1020.5198949909582,2,1,0.5500248074531555,3.839633703231812,0.155890670536903,0.0,0.588851601042458,0.0,6.480216688942164e-05,0.0,0,0,0,3.84,0.0029158592224121094,0.004584918832268997,1.5724074732511188,1.6000579993375077
34,39,1170.550506503727,2010-09-27 14:31:48,1050.5351796291511,2,1,0.5498448610305786,3.842549562454224,0.160475673188946,0.0,0.606462953902474,0.0,6.480216688942164e-05,0.0,0,0,0,3.843,0.0029158592224121094,0.004585002652043008,1.572436219417383,1.575193636203014
35,40,1200.5659313669437,2010-09-27 14:32:18,1080.5506045825923,2,1,0.5500248074531555,3.8456273078918457,0.165060591772683,0.0,0.624087855439358,0.0,9.71794142969884e-05,0.0,0,0,0,3.846,0.0030777454376216262,0.004584918583736997,1.489700391621752,1.5607334288697918
36,41,1230.5810947173836,2010-09-27 14:32:48,1110.5657678327825,2,1,0.5500248074531555,3.848705291748047,0.169645480849706,0.0,0.641726466675781,0.0,0.0001296043337788,0.0,0,0,0,3.849,0.003077983856201172,0.00458488907702298,1.4895754140444457,1.555167262169397
37,42,1260.5963746137402,2010-09-27 14:33:18,1140.5810477291393,2,1,0.5500248074531555,3.851621150970459,0.174230500779076,0.0,0.659379425472682,0.0,9.722709364723414e-05,0.0,0,0,0,3.852,0.0029158592224121094,0.004585019929370021,1.5724421447127062,1.5569404991127413
38,43,1290.6116601040603,2010-09-27 14:33:48,1170.5963332194592,2,1,0.5500248074531555,3.854537010192871,0.178815474467128,0.0,0.677045821462132,0.0,6.480216688942164e-05,0.0,0,0,0,3.855,0.0029158592224121094,0.0045849736880519965,1.5724262861562748,1.5647391055790458
39,44,1320.6269665366556,2010-09-27 14:34:18,1200.6116396721045,2,1,0.5498448610305786,3.857614755630493,0.183400449804827,0.0,0.694725606888902,0.0,9.71794142969884e-05,0.0,0,0,0,3.858,0.0030777454376220703,0.004584975337698999,1.4897188317307508,1.5777997062235691
40,45,1350.6447351502334,2010-09-27 14:34:48,1230.62940836087,2,1,0.5498448610305786,3.860368490219116,0.187985758984546,0.0,0.712420092164811,0.0,6.47544875391759e-05,0.0,0,0,0,3.86,0.002753734588623047,0.004585309179718999,1.6651238643923911,1.596078055352613
41,46,1380.6575663091646,2010-09-27 14:35:18,1260.6422394345886,2,1,0.5498448610305786,3.863284349441528,0.192570328055279,0.0,0.73012491581293,0.0,6.480216688942164e-05,0.0,0,0,0,3.863,0.0029158592224116653,0.004584569070732986,1.5722875218033174,1.6204035900185971
42,47,1410.6728332030652,2010-09-27 14:35:48,1290.657506318464,2,1,0.5496649146080017,3.866200208663941,0.197155195321283,0.0,0.747844075360479,0.0,9.71794142969884e-05,0.0,0,0,0,3.866,0.0029158592224129976,0.004584867266004017,1.5723897884925473,1.6523187200145282
43,48,1440.6881072197452,2010-09-27 14:36:18,1320.6727803451693,2,1,0.5500248074531555,3.868954181671143,0.201740109176728,0.0,0.765576272356429,0.0,6.480216688942164e-05,0.0,0,0,0,3.869,0.0027539730072021484,0.004584913855444989,1.6648361634099504,1.693965951353177
44,49,1470.7034269705848,2010-09-27 14:36:48,1350.6881000960093,2,1,0.5500248074531555,3.8717079162597656,0.20632512739619,0.0,0.783321608831618,0.0,9.71794142969884e-05,0.0,0,0,0,3.872,0.002753734588622603,0.004585018219462,1.6650182041528525,1.74784524679007
45,50,1500.7186897291629,2010-09-27 14:37:18,1380.7033628545869,2,1,0.5498448610305786,3.8742997646331783,0.21091007277121,0.0,0.801079020876945,0.0,3.237724376958795e-05,0.0,0,0,0,3.874,0.002591848373412642,0.004584945375019994,1.7689867285650958,1.8167235547782359
46,51,1530.734089594982,2010-09-27 14:37:49,1410.718762800606,2,1,0.5500248074531555,3.876891851425171,0.215495145937074,0.0,0.81884893119268,0.0,6.480216688942164e-05,0.0,0,0,0,3.877,0.0025920867919926316,0.004585073165864012,1.7688733186049295,1.9034484837676078
47,52,1560.7492661483786,2010-09-27 14:38:19,1440.733939273803,2,1,0.5498448610305786,3.879159688949585,0.220080055886872,0.0,0.836629480015881,0.0,0.0,0.0,0,0,0,3.879,0.0022678375244140625,0.004584909949797988,2.021710065399233,2.0106993186340065
48,53,1590.7645792526275,2010-09-27 14:38:49,1470.7492523680264,2,1,0.5498448610305786,3.881589412689209,0.224665092754791,0.0,0.85442133319051,0.0,6.480216688942164e-05,0.0,0,0,0,3.882,0.0024297237396240234,0.004585036867919001,1.887060982755386,2.1405405346964663
49,54,1620.7799689781343,2010-09-27 14:39:19,1500.7646420935334,2,1,0.5502047538757324,3.883857488632202,0.229250074116654,0.0,0.87222306329072,0.0,6.480216688942164e-05,0.0,0,0,0,3.884,0.002268075942993164,0.004584981361863,2.0215290303781592,2.2941265749336033
50,55,1650.7951295366054,2010-09-27 14:39:49,1530.7798026520045,2,1,0.5498448610305786,3.885639190673828,0.233835028517507,0.0,0.890034151901109,0.0,6.480216688942164e-05,0.0,0,0,0,3.886,0.0017817020416259766,0.00458495440085302,2.5733564275813494,2.4717393972109023
51,56,1680.8105465251654,2010-09-27 14:40:19,1560.7952196505894,2,1,0.5498448610305786,3.8872592449188232,0.238420049696264,0.0,0.907854137912894,0.0,3.24249267578125e-05,0.0,0,0,0,3.887,0.0016200542449951172,0.004585021178757004,2.8301652200360876,2.6728416293726784
52,57,1710.8259322557003,2010-09-27 14:40:49,1590.810605396162,2,1,0.5498448610305786,3.8892030715942383,0.24300505271024,0.0,0.925682030869404,0.0,6.480216688942164e-05,0.0,0,0,0,3.889,0.001943826675415039,0.004585003013975991,2.3587509483051092,2.895819059056461
53,58,1740.841152177351,2010-09-27 14:41:19,1620.825825302775,2,1,0.5500248074531555,3.890661001205444,0.247590197146245,0.0,0.94351779282455,0.0,0.0,0.0,0,0,0,3.891,0.0014579296112056106,0.004585144436004995,3.144969689046501,3.1376253818637707
54,59,1770.8562832923265,2010-09-27 14:41:49,1650.8409564177505,2,1,0.5498448610305786,3.8921189308166495,0.252175332503884,0.0,0.961360192232952,0.0,6.480216688942164e-05,0.0,0,0,0,3.892,0.0014579296112056106,0.00458513535763902,3.144963462157421,3.3932629897265354
55,60,1800.8717059901376,2010-09-27 14:42:19,1680.8563791155616,2,1,0.5500248074531555,3.8932528495788574,0.256760470099838,0.0,0.979208478089803,0.0,6.480216688942164e-05,0.0,0,0,0,3.893,0.0011339187622079194,0.00458513759595397,4.043620891346731,3.655983856915679
56,61,1830.8868787290128,2010-09-27 14:42:49,1710.8715518444114,2,1,0.5498448610305786,3.894386768341065,0.261345583496615,0.0,0.997062190181045,0.0,3.237724376958795e-05,0.0,0,0,0,3.894,0.0011339187622074753,0.00458511339677703,4.043599550157265,3.917590095688613
57,62,1860.902229336876,2010-09-27 14:43:19,1740.8869025425004,2,1,0.5500248074531555,3.895520687103272,0.265930757686539,0.0,1.014921194497489,0.0,6.480216688942164e-05,0.0,0,0,0,3.896,0.0011339187622070312,0.004585174189923991,4.043653163476652,4.169061931455159
58,63,1890.9175745562893,2010-09-27 14:43:49,1770.9022476767009,2,1,0.5500248074531555,3.8966546058654794,0.270515986973412,0.0,1.032785274748862,0.0,6.47544875391759e-05,0.0,0,0,0,3.897,0.0011339187622074753,0.004585229286872994,4.043701753330743,4.400769918465387
59,65,1950.9481801182496,2010-09-27 14:44:49,1830.9328532436737,2,1,0.5498448610305786,3.898436546325684,0.279686254033751,0.0,1.068525518489885,0.0,3.237724376958795e-05,0.0,0,0,0,3.898,0.001781940460204634,0.009170267060339021,5.146225289303958,4.603564041100024
60,66,1980.9633188973555,2010-09-27 14:45:19,1860.947992032805,2,1,0.5498448610305786,3.899246692657471,0.284271209633545,0.0,1.086401355254396,0.0,3.24249267578125e-05,0.0,0,0,0,3.899,0.0008101463317871094,0.004584955599793994,5.659416601541597,4.770369862472018
61,67,2010.978731595205,2010-09-27 14:45:49,1890.963404705592,2,1,0.5498448610305786,3.9002184867858887,0.288856162303925,0.0,1.1042814207168,0.0,3.237724376958795e-05,0.0,0,0,0,3.9,0.0009717941284175247,0.004584952670380005,4.718028784395075,4.897942866052268
62,68,2040.9938945446447,2010-09-27 14:46:19,1920.978567660044,2,1,0.5498448610305786,3.9011905193328857,0.293441139591136,0.0,1.122165769383769,0.0,3.24249267578125e-05,0.0,0,0,0,3.901,0.0009720325469970703,0.004584977287210967,4.716896878993895,4.987095904602813
63,69,2071.0092112929897,2010-09-27 14:46:49,1950.9938844184137,2,1,0.5500248074531555,3.9020004272460938,0.298026200447055,0.0,1.140054667353048,0.0,3.237724376958795e-05,0.0,0,0,0,3.902,0.0008099079132080078,0.004585060855919032,5.661212566448225,5.04157758655393
64,70,2101.024729373891,2010-09-27 14:47:19,1981.009402499316,2,1,0.5500248074531555,3.902972459793091,0.30261124199926,0.0,1.157947651346417,0.0,0.0,0.0,0,0,0,3.903,0.0009720325469970703,0.00458504155220496,4.7169629930290595,5.065977820671648
65,71,2131.0401738610926,2010-09-27 14:47:49,2011.024847001554,2,1,0.5498448610305786,3.903782367706299,0.307196257139679,0.0,1.175844697027507,0.0,3.24249267578125e-05,0.0,0,0,0,3.904,0.0008099079132080078,0.004585015140419035,5.66115612114222,5.0644390946051505
66,72,2161.0550808716685,2010-09-27 14:48:19,2041.0397540071176,2,1,0.5500248074531555,3.904754400253296,0.311781218038801,0.0,1.193745757142807,0.0,0.0,0.0,0,0,0,3.905,0.0009720325469970703,0.00458496089912197,4.716880019384567,5.040399290572633
67,73,2191.070396422024,2010-09-27 14:48:49,2071.055069542435,2,1,0.5496649146080017,3.905564308166504,0.316366165144741,0.0,1.211650959527195,0.0,3.24249267578125e-05,0.0,0,0,0,3.906,0.0008099079132080078,0.004584947105939985,5.661072118408155,4.99704867793066
68,74,2221.0856326694256,2010-09-27 14:49:19,2101.070305794849,2,1,0.5500248074531555,3.906698226928711,0.320951094351274,0.0,1.229560406194872,0.0,0.0,0.0,0,0,0,3.907,0.0011339187622070312,0.004584929206533028,4.043437113262891,4.937793926992236
69,75,2251.1009185507214,2010-09-27 14:49:49,2131.085591676145,2,1,0.5498448610305786,3.907508134841919,0.325536075766103,0.0,1.247474404077223,0.0,3.237724376958795e-05,0.0,0,0,0,3.908,0.0008099079132080078,0.0045849814148289925,5.661114479877216,4.8664109668759705
70,77,2311.131500017537,2010-09-27 14:50:49,2191.116173132936,2,1,0.5498448610305786,3.909451961517334,0.334705973443903,0.0,1.283314892335278,0.0,3.237724376958795e-05,0.0,0,0,0,3.909,0.001943826675415039,0.00916989767780002,4.717446155965575,4.787113785835625
71,78,2341.1467987158258,2010-09-27 14:51:19,2221.1314718362373,2,1,0.5500248074531555,3.910423994064331,0.339290870797786,0.0,1.301241593440152,0.0,3.237724376958795e-05,0.0,0,0,0,3.91,0.0009720325469970703,0.004584897353883011,4.716814645813325,4.704449835752399
72,79,2371.162122912764,2010-09-27 14:51:49,2251.1467960582377,2,1,0.5500248074531555,3.911557912826538,0.343875787865406,0.0,1.319172844995823,0.0,3.237724376958795e-05,0.0,0,0,0,3.912,0.0011339187622070312,0.004584917067619987,4.043426407987128,4.622742255054734
73,81,2431.192670850886,2010-09-27 14:52:49,2311.177343966285,2,1,0.5498448610305786,3.913339853286743,0.353045705767984,0.0,1.35504947381278,0.0,3.237724376958795e-05,0.0,0,0,0,3.913,0.0017819404602050781,0.009169917902577984,5.146029346863052,4.545778504331375
74,82,2461.207939363828,2010-09-27 14:53:19,2341.192612479227,2,1,0.5500248074531555,3.91447377204895,0.357630697386554,0.0,1.372994939542168,0.0,0.0,0.0,0,0,0,3.914,0.0011339187622070312,0.004584991618570011,4.043492154275583,4.476288359976044
75,83,2491.223223305282,2010-09-27 14:53:49,2371.2078964206808,2,1,0.5500248074531555,3.9154458045959473,0.362215631772021,0.0,1.39094494865349,0.0,3.24249267578125e-05,0.0,0,0,0,3.915,0.0009720325469970703,0.004584934385466977,4.7168527428750755,4.415789243727365
76,84,2521.2386590707115,2010-09-27 14:54:19,2401.223332196136,2,1,0.5498448610305786,3.9165797233581534,0.366800680779935,0.0,1.408900196951595,0.0,3.24249267578125e-05,0.0,0,0,0,3.917,0.001133918762206143,0.0045850490079140105,4.043542765791596,4.364447139091572
77,85,2551.2538161053867,2010-09-27 14:54:49,2431.238489220786,2,1,0.5500248074531555,3.917713642120361,0.371385611223338,0.0,1.426859876565504,0.0,3.24249267578125e-05,0.0,0,0,0,3.918,0.0011339187622074753,0.004584930443403024,4.0434382040537304,4.321359354201946
78,86,2581.26920097377,2010-09-27 14:55:19,2461.2538740991936,2,1,0.5498448610305786,3.9186856746673584,0.375970596881902,0.0,1.444824600104969,0.0,6.480216688942164e-05,0.0,0,0,0,3.919,0.0009720325469975144,0.004584985658563967,4.716905491206449,4.284624981507251
79,87,2611.2847173103173,2010-09-27 14:55:49,2491.269390430729,2,1,0.5500248074531555,3.919819593429565,0.380555548292841,0.0,1.462794251046932,0.0,3.24249267578125e-05,0.0,0,0,0,3.92,0.0011339187622065872,0.004584951410939009,4.043456695272216,4.251817450878701
80,88,2641.2996759096677,2010-09-27 14:56:19,2521.2843490250666,2,1,0.5496649146080017,3.920791387557984,0.385140471173113,0.0,1.480768924334092,0.0,-3.24249267578125e-05,0.0,0,0,0,3.921,0.0009717941284188569,0.004584922880272013,4.717998129636617,4.219807749904601
81,89,2671.3151753339994,2010-09-27 14:56:49,2551.2998484694485,2,1,0.5500248074531555,3.92208743095398,0.389725432105369,0.0,1.498748880352149,0.0,3.24249267578125e-05,0.0,0,0,0,3.922,0.0012960433959960938,0.004584960932255966,3.537660040103923,4.184559028197629
82,90,2701.330247266246,2010-09-27 14:57:19,2581.3149203866574,2,1,0.5502047538757324,3.923383235931397,0.394310307075832,0.0,1.516733809806584,0.0,3.237724376958795e-05,0.0,0,0,0,3.923,0.0012958049774169922,0.004584874970463004,3.538244604988567,4.141062392867266
83,91,2731.345528891919,2010-09-27 14:57:49,2611.3302020173437,2,1,0.5498448610305786,3.924193382263184,0.398895337405215,0.0,1.534724627535635,0.0,-3.237724376958795e-05,0.0,0,0,0,3.924,0.0008101463317871094,0.004585030329383011,5.659508843629335,4.084990598266679
84,92,2761.3609554393397,2010-09-27 14:58:19,2641.345628564764,2,1,0.5498448610305786,3.925327301025391,0.403480310988326,0.0,1.552720637192667,0.0,-3.237724376958795e-05,0.0,0,0,0,3.925,0.0011339187622070312,0.004584973583110996,4.0434762488513005,4.014781177415831
85,93,2791.376137100486,2010-09-27 14:58:49,2671.360810240948,2,1,0.5498448610305786,3.926623106002808,0.408065253105857,0.0,1.570721980082753,0.0,-3.24249267578125e-05,0.0,0,0,0,3.927,0.0012958049774169922,0.004584942117531021,3.538296423795553,3.9332717889160094
86,94,2821.391397307696,2010-09-27 14:59:19,2701.37607043312,2,1,0.5500248074531555,3.9280810356140137,0.412650205313762,0.0,1.588728963000524,0.0,6.480216688942164e-05,0.0,0,0,0,3.928,0.0014579296112056106,0.004584952207905002,3.1448378389911102,3.846915317703153
87,95,2851.4068120957627,2010-09-27 14:59:49,2731.3914852161743,2,1,0.5498448610305786,3.9290530681610103,0.417235171901324,0.0,1.606741480193702,0.0,0.0,0.0,0,0,0,3.929,0.0009720325469966262,0.004584966587561967,4.71688587149529,3.763283924016206
88,96,2881.422053736628,2010-09-27 15:00:19,2761.406726862052,2,1,0.5500248074531555,3.930510997772217,0.42182014136373,0.0,1.624759741211051,0.0,6.480216688942164e-05,0.0,0,0,0,3.931,0.0014579296112064988,0.004584969462405997,3.144849673923379,3.6880995186331047
89,97,2911.437414815629,2010-09-27 15:00:49,2791.4220880663656,2,1,0.5498448610305786,3.931806802749634,0.426405160807393,0.0,1.642783994733183,0.0,3.237724376958795e-05,0.0,0,0,0,3.932,0.0012958049774169922,0.004585019443663019,3.5383560980006576,3.6239481816862362
90,98,2941.452584161033,2010-09-27 15:01:19,2821.43725727142,2,1,0.5498448610305786,3.93310284614563,0.430990106046228,0.0,1.660813836559213,0.0,3.24249267578125e-05,0.0,0,0,0,3.933,0.0012960433959960938,0.004584945238835014,3.537647931388274,3.5703787869450623
91,99,2971.4678479672266,2010-09-27 15:01:49,2851.4525210876386,2,1,0.5500248074531555,3.934398651123047,0.435575049499583,0.0,1.678849559404764,0.0,6.47544875391759e-05,0.0,0,0,0,3.934,0.0012958049774169922,0.004584943453354973,3.538297454679039,3.524964359975375
92,100,3001.483143968784,2010-09-27 15:02:19,2881.4678170992206,2,1,0.5500248074531555,3.935694694519043,0.440159993444812,0.0,1.696891299458053,0.0,3.237724376958795e-05,0.0,0,0,0,3.936,0.0012960433959960938,0.004584943945229014,3.5376469332689173,3.4846173734553494
93,101,3031.498395729911,2010-09-27 15:02:49,2911.483068860347,2,1,0.5500248074531555,3.93699049949646,0.444744989363332,0.0,1.714939364824916,0.0,0.0,0.0,0,0,0,3.937,0.0012958049774169922,0.004584995918520018,3.538337943152196,3.446461181755838
94,102,3061.5136984732976,2010-09-27 15:03:19,2941.498371613759,2,1,0.5498448610305786,3.938448429107666,0.449329919379004,0.0,1.732993367228001,0.0,3.237724376958795e-05,0.0,0,0,0,3.938,0.0014579296112060547,0.004584930015672006,3.1448226172449973,3.408738394739105
95,103,3091.5293840172126,2010-09-27 15:03:49,2971.5140571225866,2,1,0.5500248074531555,3.939744472503662,0.453914936240667,0.0,1.751053800640889,0.0,6.480216688942164e-05,0.0,0,0,0,3.94,0.0012960433959960938,0.0045850168616629605,3.537703194065563,3.370812219754531
96,104,3121.54426301286,2010-09-27 15:04:19,3001.528936153321,2,1,0.5498448610305786,3.941040515899658,0.458499846865318,0.0,1.76912024945697,0.0,0.0,0.0,0,0,0,3.941,0.0012960433959960938,0.004584910624650995,3.537621223807242,3.333082079817625
97,105,3151.55956821739,2010-09-27 15:04:49,3031.544241337801,2,1,0.5500248074531555,3.942498445510864,0.463084877319542,0.0,1.787193574340038,0.0,6.480216688942164e-05,0.0,0,0,0,3.942,0.0014579296112056106,0.004585030454224037,3.144891508467629,3.2963519530450545
