,Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),roundedV,dV,Charge_dQ,dQ/dV,G_Smoothed_dQ/dV
18,23,690.2850511561022,2011-01-24 11:05:44,570.2704185558623,2,1,0.5500248074531555,4.0889387130737305,0.087127681094826,0.0,0.351926300312847,0.0,9.71794142969884e-05,0.0,0,0,0,4.089,0.0046977996826171875,0.004585644623174012,0.9761260447400149,0.9932124532529498
19,24,720.3003162922878,2011-01-24 11:06:14,600.2856837171103,2,1,0.5500248074531555,4.093636512756348,0.091713345827521,0.0,0.370687532794332,0.0,0.0001296043337788,0.0,0,0,0,4.094,0.0046977996826171875,0.004585664732694991,0.9761303253654858,0.9953600318646513
20,25,750.3152948141421,2011-01-24 11:06:44,630.3006622139023,2,1,0.5500248074531555,4.098172187805176,0.096298961800141,0.0,0.389469505625135,0.0,0.0001296043337788,0.0,0,0,0,4.098,0.004535675048828125,0.00458561597262,1.0110106926211078,0.9966322772048972
21,26,780.3303882423787,2011-01-24 11:07:15,660.3157556571764,2,1,0.5500248074531555,4.102707862854004,0.100884613982879,0.0,0.408272573629783,0.0,0.0001619339018361,0.0,0,0,0,4.103,0.004535675048828125,0.004585652182738001,1.011018676023272,0.9971934455531567
22,27,810.3455326526782,2011-01-24 11:07:45,690.3309001075758,2,1,0.5500248074531555,4.10724401473999,0.105470363343062,0.0,0.427096959892912,0.0,0.0001620292605366,0.0,0,0,0,4.107,0.004536151885986328,0.0045857493601830085,1.0109338213188812,0.9970077255044927
23,28,840.3607311978985,2011-01-24 11:08:15,720.3460986277338,2,1,0.5500248074531555,4.111941337585449,0.110056092690799,0.0,0.445942318853297,0.0,0.0001295089750783,0.0,0,0,0,4.112,0.004697322845458984,0.004585729347736989,0.9762431705476927,0.9959713191604145
24,29,870.3757473134482,2011-01-24 11:08:45,750.3611147132083,2,1,0.5500248074531555,4.116477489471436,0.114641759331201,0.0,0.464808491765968,0.0,9.72747802734375e-05,0.0,0,0,0,4.116,0.004536151885987216,0.004585666640402011,1.0109155856460081,0.9939696827675806
25,30,900.3908513180443,2011-01-24 11:09:15,780.3762187428669,2,1,0.5502047538757324,4.121175289154053,0.119227499972273,0.0,0.48369604398801,0.0,0.0001296043337788,0.0,0,0,0,4.121,0.004697799682616299,0.004585740641071992,0.9761464836487239,0.9908825700916524
26,31,930.405937859116,2011-01-24 11:09:45,810.391305258876,2,1,0.5500248074531555,4.125548839569092,0.123813215610009,0.0,0.502604749407478,0.0,9.71794142969884e-05,0.0,0,0,0,4.126,0.0043735504150390625,0.004585715637736007,1.0485109813682232,0.9865691927443822
27,32,960.4210417083248,2011-01-24 11:10:15,840.4064091331472,2,1,0.5502047538757324,4.130570411682129,0.12839894343417,0.0,0.521534816539234,0.0,0.0001619339018361,0.0,0,0,0,4.131,0.005021572113037109,0.004585727824160987,0.9132056099036049,0.9808909411618488
28,33,990.4361862439364,2011-01-24 11:10:45,870.4215536436966,2,1,0.5498448610305786,4.135106563568115,0.132984658980234,0.0,0.540486350703749,0.0,0.0001620292605366,0.0,0,0,0,4.135,0.004536151885986328,0.0045857155460640175,1.0109263669567168,0.9737911012887737
29,34,1020.4512771909892,2011-01-24 11:11:15,900.4366446208243,2,1,0.5498448610305786,4.139642238616943,0.137570398123266,0.0,0.559459717483844,0.0,9.71794142969884e-05,0.0,0,0,0,4.14,0.004535675048828125,0.0045857391430319805,1.0110378485374059,0.9654113463587689
30,35,1050.4666414642547,2011-01-24 11:11:45,930.4520088790524,2,1,0.5500248074531555,4.144501686096191,0.142156200527864,0.0,0.578455261337905,0.0,9.71794142969884e-05,0.0,0,0,0,4.145,0.004859447479248047,0.004585802404598022,0.9436880271227113,0.9561336660255626
31,36,1080.4814814257743,2011-01-24 11:12:15,960.466848840572,2,1,0.5500248074531555,4.149523735046387,0.146741867900272,0.0,0.5974723905823,0.0,9.71794142969884e-05,0.0,0,0,0,4.15,0.0050220489501953125,0.004585667372407981,0.9131068649240546,0.9465347723931071
32,37,1110.497142273194,2011-01-24 11:12:45,990.482509813304,2,1,0.5500248074531555,4.154383182525635,0.151327590285361,0.0,0.616512183306529,0.0,0.0001296043337788,0.0,0,0,0,4.154,0.004859447479248047,0.004585722385089003,0.9436715603310933,0.9371501332435411
33,38,1140.511707164153,2011-01-24 11:13:15,1020.4970746190506,2,1,0.5498448610305786,4.159243106842041,0.155913164533114,0.0,0.635573858520886,0.0,9.71794142969884e-05,0.0,0,0,0,4.159,0.00485992431640625,0.004585574247752994,0.9435484894842706,0.9281248862399484
34,39,1170.526817960677,2011-01-24 11:13:45,1050.5121854556742,2,1,0.5502047538757324,4.164588928222656,0.160498878987612,0.0,0.654658827974737,0.0,0.0001296043337788,0.0,0,0,0,4.165,0.005345821380615234,0.004585714454498013,0.8578128837462686,0.918941147004194
35,40,1200.5421044500813,2011-01-24 11:14:15,1080.527471884929,2,1,0.5500248074531555,4.169448375701904,0.165084659244292,0.0,0.673767037059973,0.0,0.0001295089750783,0.0,0,0,0,4.169,0.004859447479248047,0.004585780256679994,0.9436834694197785,0.9082649748550893
36,41,1230.557071703852,2011-01-24 11:14:45,1110.542439153737,2,1,0.5500248074531555,4.174308300018311,0.169670343140265,0.0,0.692897964178848,0.0,9.71794142969884e-05,0.0,0,0,0,4.174,0.004859924316407138,0.004585683895972997,0.9435710511975869,0.8941052467428462
37,42,1260.5721418290102,2011-01-24 11:15:15,1140.5575092287702,2,1,0.5500248074531555,4.179491996765137,0.174255992375323,0.0,0.712051905087937,0.0,0.0001620292605366,0.0,0,0,0,4.179,0.005183696746825284,0.004585649235057998,0.884629147695888,0.8743877552058927
38,43,1290.5872601141975,2011-01-24 11:15:45,1170.5726275189702,2,1,0.5502047538757324,4.184675693511963,0.178841687983927,0.0,0.731229398526988,0.0,0.0001619339018361,0.0,0,0,0,4.185,0.005183696746826172,0.004585695608604001,0.8846380937333362,0.8479910930188467
39,44,1320.6023715422955,2011-01-24 11:16:15,1200.587739047318,2,1,0.5498448610305786,4.189697742462158,0.183427445974337,0.0,0.750430691116331,0.0,0.0001296043337788,0.0,0,0,0,4.19,0.0050220489501953125,0.00458575799041,0.9131249089540745,0.8159836083200513
40,45,1350.6176489590882,2011-01-24 11:16:45,1230.6030163738858,2,1,0.5502047538757324,4.195043087005615,0.188013145176495,0.0,0.769655471122895,0.0,0.0001619339018361,0.0,0,0,0,4.195,0.005345344543457031,0.004585699202158011,0.8578865524713718,0.7824276627776172
41,46,1379.3825576172053,2011-01-24 11:17:14,1259.3679250269902,2,1,0.5502047538757324,4.2000651359558105,0.192407780245504,0.0,0.788101466492282,0.0,0.0001620292605366,0.0,0,0,0,4.2,0.0050220489501953125,0.004394635069009001,0.8750681470036427,0.7538761993675225
42,66,1784.2045049540188,2011-01-24 11:23:59,284.8076253454764,4,1,0.4238817095756531,4.20055103302002,0.234935960414878,0.0,0.966736977944945,0.0,3.24249267578125e-05,0.0,0,0,0,4.201,0.13315725326538175,0.042528180169373986,0.3193831287929583,0.7373255429554079
43,171,8375.45429558895,2011-01-24 13:13:51,30.01510849578951,2,2,0.5500248074531555,3.907994031906128,0.407999651062509,0.389694397878321,1.692246245249038,1.381649432292606,0.0008099555852822,0.1323131918907165,0,0,0,3.908,0.1329951286315918,0.0,0.0,0.22391179879506434
44,172,8405.469411157368,2011-01-24 13:14:21,60.03022407423117,2,2,0.5500248074531555,3.930996894836426,0.412585507654201,0.389694397878321,1.710223946701266,1.381649432292606,0.0005507469177246,0.1323131918907165,0,0,0,3.931,0.02300286293029785,0.0045858565916919725,0.19936025379048733,0.242394908450613
45,173,8435.48452685611,2011-01-24 13:14:51,90.04533976294765,2,2,0.5502047538757324,3.947844028472901,0.417171154325185,0.389694397878321,1.728289733670823,1.381649432292606,0.0004535675107035,0.1323131918907165,0,0,0,3.948,0.016847133636475053,0.004585646670983989,0.27219150568472905,0.2762589982242498
46,174,8465.49967082531,2011-01-24 13:15:21,120.06048376723524,2,2,0.5498448610305786,3.961451292037964,0.421756821949587,0.389694397878321,1.746425162725081,1.381649432292606,0.0003563881036825,0.1323131918907165,0,0,0,3.961,0.013607263565063032,0.0045856676244020456,0.3370014553238944,0.32040811245405754
47,175,8495.51473952692,2011-01-24 13:15:51,150.07555244378298,2,2,0.5500248074531555,3.973276853561402,0.426342490098783,0.389694397878321,1.7646190441043,1.381649432292606,0.0002915859222412,0.1323131918907165,0,0,0,3.973,0.011825561523437944,0.004585668149195976,0.38777593267831767,0.3693690906767602
48,176,8525.53019351378,2011-01-24 13:16:21,180.09100656096734,2,2,0.5500248074531555,3.983806133270264,0.430928334197956,0.389694397878321,1.782864266899582,1.381649432292606,0.0002915859222412,0.1323131918907165,0,0,0,3.984,0.010529279708862305,0.004585844099173009,0.4355325554998018,0.41863171530804133
49,177,8555.544975009585,2011-01-24 13:16:51,210.10578793647244,2,2,0.5498448610305786,3.993039608001709,0.435513989341011,0.389694397878321,1.801154026552286,1.381649432292606,0.0002591609954833,0.1323131918907165,0,0,0,3.993,0.009233474731444868,0.004585655143054979,0.4966337458463384,0.46527501441963287
50,178,8585.560071525517,2011-01-24 13:17:21,240.12088443235447,2,2,0.5502047538757324,4.001625061035156,0.440099649958322,0.389694397878321,1.819484930464704,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.002,0.008585453033447266,0.004585660617311027,0.534119818656765,0.5079101843978676
51,179,8615.575187745557,2011-01-24 13:17:51,270.1360006473827,2,2,0.5498448610305786,4.0097246170043945,0.444685261531264,0.389694397878321,1.837853928221375,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.01,0.008099555969238281,0.004585611572941961,0.5661559214304945,0.546252820599895
52,180,8645.590287434397,2011-01-24 13:18:21,300.1511003462476,2,2,0.5500248074531555,4.017500400543213,0.449270947743112,0.389694397878321,1.856259444645783,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.018,0.007775783538818359,0.004585686211848017,0.5897394376985032,0.5806342702475473
53,181,8675.605438882236,2011-01-24 13:18:51,330.1662518141368,2,2,0.5500248074531555,4.024951934814453,0.453855949157743,0.389694397878321,1.874696620650991,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.025,0.007451534271240234,0.004585001414631029,0.6153097131052853,0.6116254797696743
54,182,8705.620519734128,2011-01-24 13:19:21,360.1813326409667,2,2,0.5500248074531555,4.031917572021484,0.458441020953669,0.389694397878321,1.893167271793963,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.032,0.00696563720703125,0.004585071795925988,0.6582415448363758,0.6398056886479255
55,183,8735.635749015953,2011-01-24 13:19:51,390.19656194785466,2,2,0.5498448610305786,4.038721561431885,0.463026225595966,0.389694397878321,1.911670232321392,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.039,0.006803989410400391,0.004585204642297003,0.6738994383630559,0.6656548960781429
56,184,8765.6507323899,2011-01-24 13:20:21,420.211545301752,2,2,0.5500248074531555,4.045362949371338,0.467611273700694,0.389694397878321,1.930203278784829,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.045,0.006641387939453125,0.0045850481047279845,0.690374985850553,0.6895121226914847
57,185,8795.665865642392,2011-01-24 13:20:51,450.22667857930537,2,2,0.5500248074531555,4.051680564880371,0.472196339932487,0.389694397878321,1.948766032439482,1.381649432292606,0.0001619339018361,0.1323131918907165,0,0,0,4.052,0.006317615509033203,0.004585066231793,0.7257589869527628,0.7115918953185706
58,186,8825.680959692178,2011-01-24 13:21:21,480.241772629091,2,2,0.5498448610305786,4.057998180389404,0.476781412628548,0.389694397878321,1.967357570142376,1.381649432292606,0.0001619339018361,0.1323131918907165,0,0,0,4.058,0.006317615509033203,0.00458507269606101,0.7257600101660305,0.7320018070710497
59,187,8855.696286682522,2011-01-24 13:21:51,510.2570995943736,2,2,0.5502047538757324,4.063992023468018,0.481367063658,0.389694397878321,1.985979758220743,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.064,0.005993843078613281,0.00458565102945202,0.7650602408685253,0.7507721881965518
60,188,8885.711199229949,2011-01-24 13:22:21,540.2720121618495,2,2,0.5498448610305786,4.069823741912842,0.485952744327069,0.389694397878321,2.004629401646849,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.07,0.005831718444824219,0.004585680669068948,0.7863343733850598,0.7678942652409136
61,189,8915.726289700813,2011-01-24 13:22:51,570.2871026126654,2,2,0.5500248074531555,4.075655460357666,0.490538453431914,0.389694397878321,2.023306083958138,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.076,0.005831718444824219,0.004585709104845015,0.7863392494394058,0.7833451796286632
62,190,8945.74151671198,2011-01-24 13:23:21,600.3023296388692,2,2,0.5500248074531555,4.08148717880249,0.495124101847196,0.389694397878321,2.042008932499614,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.081,0.005831718444824219,0.004585648415282029,0.7863288426333227,0.7971133130440142
63,191,8975.756639834224,2011-01-24 13:23:51,630.3174527510873,2,2,0.5500248074531555,4.086994647979736,0.499709790857497,0.389694397878321,2.060737847239158,1.381649432292606,0.0001295089750783,0.1323131918907165,0,0,0,4.087,0.005507469177246094,0.004585689010300986,0.8326308986433536,0.8092066576663841
64,192,9005.771620982625,2011-01-24 13:24:21,660.3324338994879,2,2,0.5500248074531555,4.092502593994141,0.504295419787329,0.389694397878321,2.079492198823035,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.093,0.005507946014404297,0.004585628929831942,0.8325479076664286,0.8196720857028993
65,193,9035.786930454307,2011-01-24 13:24:51,690.3477433661587,2,2,0.5500248074531555,4.098010063171387,0.508881142988053,0.389694397878321,2.098272212282184,1.381649432292606,0.0001295089750783,0.1323131918907165,0,0,0,4.098,0.005507469177246094,0.0045857232007240345,0.8326371066532303,0.8286152771874362
66,194,9065.801825127184,2011-01-24 13:25:21,720.3626380490607,2,2,0.5498448610305786,4.103518009185791,0.513466795151289,0.389694397878321,2.117076976652853,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.104,0.005507946014404297,0.004585652163236031,0.8325521258276141,0.8361980047370472
67,195,9095.802879149902,2011-01-24 13:25:51,750.3636921168913,2,2,0.5500248074531555,4.108863830566406,0.518050320961231,0.389694397878321,2.135897881298422,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.109,0.005345821380615234,0.004583525809942035,0.8574034715343465,0.8426025009639103
68,196,9125.816811499371,2011-01-24 13:26:21,780.3776244112248,2,2,0.5500248074531555,4.114371299743652,0.522635790709646,0.389694397878321,2.154751488579958,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.114,0.005507469177246094,0.004585469748415005,0.8325910869115173,0.8479846676709533
69,197,9155.831518008288,2011-01-24 13:26:51,810.3923309452019,2,2,0.5500248074531555,4.119554996490479,0.527221352732726,0.389694397878321,2.17363001827197,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.12,0.00518369674682706,0.004585562023079914,0.884612323413158,0.8524237768067029
70,198,9185.846766563149,2011-01-24 13:27:21,840.4075794850244,2,2,0.5500248074531555,4.125062942504883,0.53180715459179,0.389694397878321,2.192534012018357,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.125,0.005507946014403409,0.004585801859063987,0.8325793039859155,0.85593797779779
71,199,9215.86390310846,2011-01-24 13:27:51,870.4247160353495,2,2,0.5500248074531555,4.130408763885498,0.536393333693175,0.389694397878321,2.211464048883058,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.13,0.005345821380615234,0.004586179101385035,0.8578998015188501,0.858533060769436
72,200,9245.8768574354,2011-01-24 13:28:21,900.4376703622876,2,2,0.5498448610305786,4.135430335998535,0.540978845231761,0.389694397878321,2.230415721544409,1.381649432292606,9.71794142969884e-05,0.1323131918907165,0,0,0,4.135,0.005021572113037109,0.004585511538585996,0.913162538616342,0.8602729875453307
73,201,9275.891989063844,2011-01-24 13:28:51,930.452802005768,2,2,0.5500248074531555,4.140937805175781,0.545564599743781,0.389694397878321,2.249392737416815,1.381649432292606,0.0001295089750783,0.1323131918907165,0,0,0,4.141,0.005507469177246094,0.004585754512020035,0.8326427918953975,0.8612699437819035
74,202,9305.9071115094,2011-01-24 13:29:21,960.4679244563372,2,2,0.5500248074531555,4.1462836265563965,0.550150523748343,0.389694397878321,2.268394949687401,1.381649432292606,0.0001619339018361,0.1323131918907165,0,0,0,4.146,0.005345821380615234,0.004585924004561925,0.8578520825987914,0.8694597235126679
75,203,9335.92220687747,2011-01-24 13:29:51,990.4830197943336,2,2,0.5498448610305786,4.151629447937012,0.55473638457173,0.389694397878321,2.287421505837188,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.152,0.005345821380615234,0.004585860823387078,0.8578402638023243,0.8971911152828301
76,204,9365.93744032969,2011-01-24 13:30:21,1020.4982532615904,2,2,0.5502047538757324,4.156975269317627,0.559322245882676,0.389694397878321,2.306472499004781,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.157,0.005345821380615234,0.00458586131094596,0.8578403550060603,0.97793731794914
77,205,9395.952575872889,2011-01-24 13:30:51,1050.5133888047903,2,2,0.5500248074531555,4.162158966064453,0.563908110698938,0.389694397878321,2.325547826217899,1.381649432292606,0.0001296043337788,0.1323131918907165,0,0,0,4.162,0.005183696746826172,0.0045858648162619975,0.8846707360089671,1.204768172169601
78,206,9425.96754594368,2011-01-24 13:31:21,1080.5283588655573,2,2,0.5502047538757324,4.167342662811279,0.568493889480124,0.389694397878321,2.34464724363393,1.381649432292606,9.71794142969884e-05,0.1323131918907165,0,0,0,4.167,0.005183696746826172,0.004585778781186045,0.8846541387656957,1.77141660234488
79,207,9455.98279514014,2011-01-24 13:31:51,1110.5436080670288,2,2,0.5500248074531555,4.1730122566223145,0.573079676864494,0.389694397878321,2.36377099093761,1.381649432292606,0.0001619339018361,0.1323131918907165,0,0,0,4.173,0.005669593811035156,0.004585787384369988,0.8088387876119671,3.026360778803321
80,208,9485.99775688017,2011-01-24 13:32:21,1140.5585698020452,2,2,0.5500248074531555,4.178195953369141,0.577665407666374,0.389694397878321,2.382918909788352,1.381649432292606,0.0001619339018361,0.1323131918907165,0,0,0,4.178,0.005183696746826172,0.004585730801879961,0.8846448829568728,5.482314637032517
81,209,9516.015163533675,2011-01-24 13:32:51,1170.5759766059257,2,2,0.5502047538757324,4.183703899383545,0.582251549779057,0.389694397878321,2.402092903754623,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.184,0.005507946014404297,0.004586142112683045,0.8326410790318997,9.709721328573904
82,210,9546.028065986326,2011-01-24 13:33:21,1200.588878948302,2,2,0.5500248074531555,4.188887596130371,0.586837013003993,0.389694397878321,2.421288537443268,1.381649432292606,0.0001943588285939,0.1323131918907165,0,0,0,4.189,0.005183696746826172,0.004585463224936026,0.8845932640144455,16.0628391182155
83,211,9576.04309318951,2011-01-24 13:33:51,1230.6039060963478,2,2,0.5500248074531555,4.194233417510986,0.591422812852241,0.389694397878321,2.440510116482656,1.381649432292606,0.0001620292605366,0.1323131918907165,0,0,0,4.194,0.005345821380615234,0.004585799848247918,0.8578288576712887,24.29530789711957
84,212,9606.05826197556,2011-01-24 13:34:21,1260.6190749325242,2,2,0.5500248074531555,4.199579238891602,0.596008585805237,0.389694397878321,2.459756073247225,1.381649432292606,0.0001944541872944,0.1323131918907165,0,0,0,4.2,0.005345821380615234,0.004585772952996003,0.8578238265918717,33.27894579740673
85,218,9728.196962730772,2011-01-24 13:36:24,2.701733551e-06,4,2,1.1577068567276,4.20055103302002,0.596333250059483,0.389694397878321,2.461119574602011,1.381649432292606,0.0,0.1323131918907165,0,0,0,4.201,0.15502595901489347,0.00032466425424604317,0.002094257350892133,41.107211851220626
86,326,16093.812280584692,2011-01-24 15:22:30,0.187622322557759,9,2,0.0040646023117005,3.742600679397583,0.794673298224343,0.750762061336417,3.294227261047259,2.655017556892146,0.0,0.132432609796524,0,0,0,3.743,0.0011339187622070312,0.19834004816485995,174.91557135787735,45.7035162286425
87,332,16248.685672091942,2011-01-24 15:25:05,30.015147322557763,2,3,0.5500248074531555,3.9211153984069824,0.799259140408004,0.750764850106328,3.312119392767747,2.655027997524929,0.0008099555852822,0.132432609796524,0,0,0,3.921,0.13331913948059038,0.0,0.0,0.22005179484979037
88,333,16278.702925849384,2011-01-24 15:25:35,60.03240109503686,2,3,0.5500248074531555,3.94428014755249,0.803845290223709,0.750764850106328,3.330158790276175,2.655027997524929,0.0005507469177246,0.132432609796524,0,0,0,3.944,0.02316474914550737,0.004586149815704932,0.1979796883142325,0.23763535421229476
89,334,16308.715988666714,2011-01-24 15:26:05,90.0454639223912,2,3,0.5500248074531555,3.960965394973755,0.808430856449504,0.750764850106328,3.348285054213152,2.655027997524929,0.00042119025602,0.132432609796524,0,0,0,3.961,0.016685247421265093,0.004585566225794979,0.27482758331475177,0.2697459392923113
90,335,16338.730983419018,2011-01-24 15:26:35,120.06045865464696,2,3,0.5500248074531555,3.9750585556030273,0.813016669138527,0.750764850106328,3.366482561399221,2.655027997524929,0.0003239631769247,0.132432609796524,0,0,0,3.975,0.014093160629272461,0.004585812689023028,0.3253927780754858,0.311392295117774
91,336,16368.746112846977,2011-01-24 15:27:05,150.07558810265587,2,3,0.5502047538757324,3.987208127975464,0.817602495739367,0.750764850106328,3.38473950510556,2.655027997524929,0.0003563881036825,0.132432609796524,0,0,0,3.987,0.012149572372436523,0.0045858266008400594,0.3774475726605676,0.357270284173755
92,337,16398.761183834285,2011-01-24 15:27:35,180.09065906490022,2,3,0.5500248074531555,3.9978995323181152,0.822188305045017,0.750764850106328,3.403048467858916,2.655027997524929,0.0002592086675576,0.132432609796524,0,0,0,3.998,0.010691404342651367,0.0045858093056500016,0.4289248782178941,0.40310221792011985
93,338,16428.7762933426,2011-01-24 15:28:05,210.1057685982757,2,3,0.5500248074531555,4.0074567794799805,0.826774115070331,0.750764850106328,3.421404260487077,2.655027997524929,0.0002267837553517,0.132432609796524,0,0,0,4.007,0.009557247161865234,0.004585810025313997,0.47982540868169926,0.44623375453274583
